mpi_rank,mpi_size,func_name,func_count,func_time
5,16,MPI_Finalize,1,0.0000e+00
5,16,MPI_Comm_rank,15,5.7220e-06
5,16,MPI_Comm_size,5,9.5367e-07
5,16,MPI_Send,72,1.3049e-03
5,16,MPI_Irecv,34,2.4557e-05
5,16,MPI_Allgather,29,1.1079e+00
5,16,MPI_Allgatherv,4,3.0770e-03
5,16,MPI_Allreduce,60,8.5280e-03
6,16,MPI_Init,1,0.0000e+00
6,16,MPI_Finalize,1,0.0000e+00
6,16,MPI_Comm_rank,15,1.9073e-06
6,16,MPI_Comm_size,5,1.1921e-06
6,16,MPI_Send,66,1.5063e-03
6,16,MPI_Irecv,48,2.6703e-05
6,16,MPI_Allgather,29,1.1808e+00
6,16,MPI_Allgatherv,4,3.0658e-03
6,16,MPI_Allreduce,60,8.3559e-03
7,16,MPI_Init,1,0.0000e+00
7,16,MPI_Finalize,1,0.0000e+00
7,16,MPI_Comm_rank,15,4.0531e-06
7,16,MPI_Comm_size,5,9.5367e-07
7,16,MPI_Send,70,1.5152e-03
7,16,MPI_Irecv,32,1.4305e-05
7,16,MPI_Allgather,29,9.6601e-01
7,16,MPI_Allgatherv,4,3.4821e-03
7,16,MPI_Allreduce,60,8.4908e-03
8,16,MPI_Init,1,0.0000e+00
8,16,MPI_Finalize,1,0.0000e+00
8,16,MPI_Comm_rank,15,5.0068e-06
8,16,MPI_Comm_size,5,9.5367e-07
8,16,MPI_Send,72,1.2541e-03
8,16,MPI_Irecv,39,1.4067e-05
8,16,MPI_Allgather,29,1.1719e+00
8,16,MPI_Allgatherv,4,3.2282e-03
8,16,MPI_Allreduce,60,9.5415e-03
9,16,MPI_Init,1,0.0000e+00
9,16,MPI_Finalize,1,0.0000e+00
9,16,MPI_Comm_rank,15,5.0068e-06
9,16,MPI_Comm_size,5,1.9073e-06
9,16,MPI_Send,66,1.4648e-03
9,16,MPI_Irecv,55,2.0027e-05
9,16,MPI_Allgather,29,7.3899e-01
9,16,MPI_Allgatherv,4,5.2729e-03
9,16,MPI_Allreduce,60,7.3607e-03
10,16,MPI_Init,1,0.0000e+00
10,16,MPI_Finalize,1,0.0000e+00
10,16,MPI_Comm_rank,15,3.0994e-06
10,16,MPI_Comm_size,5,1.9073e-06
10,16,MPI_Send,72,1.4312e-03
10,16,MPI_Irecv,32,9.7752e-06
10,16,MPI_Allgather,29,1.0933e+00
10,16,MPI_Allgatherv,4,3.5830e-03
10,16,MPI_Allreduce,60,9.4545e-03
11,16,MPI_Init,1,0.0000e+00
11,16,MPI_Finalize,1,0.0000e+00
11,16,MPI_Comm_rank,15,3.3379e-06
11,16,MPI_Comm_size,5,0.0000e+00
11,16,MPI_Send,64,1.5137e-03
11,16,MPI_Irecv,33,2.2888e-05
11,16,MPI_Allgather,29,1.0381e+00
11,16,MPI_Allgatherv,4,3.5932e-03
11,16,MPI_Allreduce,60,9.6800e-03
12,16,MPI_Init,1,0.0000e+00
12,16,MPI_Finalize,1,0.0000e+00
12,16,MPI_Comm_rank,15,3.8147e-06
12,16,MPI_Comm_size,5,2.1458e-06
12,16,MPI_Send,50,1.8811e-04
12,16,MPI_Irecv,24,1.3828e-05
12,16,MPI_Allgather,29,1.1853e+00
12,16,MPI_Allgatherv,4,3.5932e-03
12,16,MPI_Allreduce,60,1.0902e-02
13,16,MPI_Init,1,0.0000e+00
13,16,MPI_Finalize,1,0.0000e+00
13,16,MPI_Comm_rank,15,2.8610e-06
13,16,MPI_Comm_size,5,2.1458e-06
13,16,MPI_Send,48,2.1410e-04
13,16,MPI_Irecv,26,4.5776e-05
13,16,MPI_Allgather,29,9.1715e-01
13,16,MPI_Allgatherv,4,3.5219e-03
13,16,MPI_Allreduce,60,1.0605e-02
14,16,MPI_Init,1,0.0000e+00
14,16,MPI_Finalize,1,0.0000e+00
14,16,MPI_Comm_rank,15,2.8610e-06
14,16,MPI_Comm_size,5,9.5367e-07
14,16,MPI_Send,40,2.2149e-04
14,16,MPI_Irecv,24,1.3351e-05
14,16,MPI_Allgather,29,1.0872e+00
14,16,MPI_Allgatherv,4,3.1857e-03
14,16,MPI_Allreduce,60,1.0712e-02
15,16,MPI_Init,1,0.0000e+00
15,16,MPI_Finalize,1,0.0000e+00
15,16,MPI_Comm_rank,15,9.5367e-07
15,16,MPI_Comm_size,5,0.0000e+00
15,16,MPI_Send,24,2.8133e-05
15,16,MPI_Irecv,12,1.1921e-05
15,16,MPI_Allgather,29,1.3581e+00
15,16,MPI_Allgatherv,4,5.1668e-03
15,16,MPI_Allreduce,60,1.0937e-02
0,16,MPI_Init,1,0.0000e+00
0,16,MPI_Finalize,1,0.0000e+00
0,16,MPI_Comm_rank,15,5.0068e-06
0,16,MPI_Comm_size,5,0.0000e+00
0,16,MPI_Send,68,8.5115e-05
0,16,MPI_Irecv,40,2.6703e-05
0,16,MPI_Allgather,27,1.1835e+00
0,16,MPI_Allgatherv,4,1.9259e-03
0,16,MPI_Allreduce,56,2.0856e-02
1,16,MPI_Init,1,0.0000e+00
1,16,MPI_Finalize,1,0.0000e+00
1,16,MPI_Comm_rank,15,3.8147e-06
1,16,MPI_Comm_size,5,9.5367e-07
1,16,MPI_Send,56,1.5450e-04
1,16,MPI_Irecv,63,2.1935e-05
1,16,MPI_Allgather,27,3.0714e-01
1,16,MPI_Allgatherv,4,3.5658e-03
1,16,MPI_Allreduce,56,2.0266e-02
2,16,MPI_Init,1,0.0000e+00
2,16,MPI_Finalize,1,0.0000e+00
2,16,MPI_Comm_rank,15,1.9073e-06
2,16,MPI_Comm_size,5,0.0000e+00
2,16,MPI_Send,56,1.6379e-04
2,16,MPI_Irecv,28,4.7684e-06
2,16,MPI_Allgather,27,1.2301e+00
2,16,MPI_Allgatherv,4,2.8851e-03
2,16,MPI_Allreduce,56,2.0833e-02
3,16,MPI_Init,1,0.0000e+00
3,16,MPI_Finalize,1,0.0000e+00
3,16,MPI_Comm_rank,15,3.0994e-06
3,16,MPI_Comm_size,5,1.1921e-06
3,16,MPI_Send,76,2.2173e-05
3,16,MPI_Irecv,24,7.6294e-06
3,16,MPI_Allgather,27,1.0411e+00
3,16,MPI_Allgatherv,4,2.1930e-03
3,16,MPI_Allreduce,56,2.1275e-02
4,16,MPI_Init,1,0.0000e+00
4,16,MPI_Finalize,1,0.0000e+00
4,16,MPI_Comm_rank,15,5.2452e-06
4,16,MPI_Comm_size,5,0.0000e+00
4,16,MPI_Send,72,1.0028e-03
4,16,MPI_Irecv,32,1.2398e-05
4,16,MPI_Allgather,27,1.2395e+00
4,16,MPI_Allgatherv,4,3.6061e-03
4,16,MPI_Allreduce,56,2.0170e-02
5,16,MPI_Init,1,0.0000e+00
5,16,MPI_Finalize,1,0.0000e+00
5,16,MPI_Comm_rank,15,3.8147e-06
5,16,MPI_Comm_size,5,9.5367e-07
5,16,MPI_Send,94,1.2336e-03
5,16,MPI_Irecv,35,2.3603e-05
5,16,MPI_Allgather,27,1.1337e+00
5,16,MPI_Allgatherv,4,3.7553e-03
5,16,MPI_Allreduce,56,1.9334e-02
6,16,MPI_Init,1,0.0000e+00
6,16,MPI_Finalize,1,0.0000e+00
6,16,MPI_Comm_rank,15,4.0531e-06
6,16,MPI_Comm_size,5,9.5367e-07
6,16,MPI_Send,74,1.3250e-02
6,16,MPI_Irecv,32,1.2636e-05
6,16,MPI_Allgather,27,1.1820e+00
6,16,MPI_Allgatherv,4,2.6867e-03
6,16,MPI_Allreduce,56,7.7410e-03
7,16,MPI_Init,1,0.0000e+00
7,16,MPI_Finalize,1,0.0000e+00
7,16,MPI_Comm_rank,15,4.0531e-06
7,16,MPI_Comm_size,5,1.1921e-06
7,16,MPI_Send,64,1.3604e-03
7,16,MPI_Irecv,54,2.2411e-05
7,16,MPI_Allgather,27,9.6525e-01
7,16,MPI_Allgatherv,4,3.5570e-03
7,16,MPI_Allreduce,56,1.9629e-02
8,16,MPI_Init,1,0.0000e+00
8,16,MPI_Finalize,1,0.0000e+00
8,16,MPI_Comm_rank,15,6.1989e-06
8,16,MPI_Comm_size,5,9.5367e-07
8,16,MPI_Send,68,1.1685e-03
8,16,MPI_Irecv,33,1.5974e-05
8,16,MPI_Allgather,27,1.1691e+00
8,16,MPI_Allgatherv,4,2.9645e-03
8,16,MPI_Allreduce,56,2.0494e-02
9,16,MPI_Init,1,0.0000e+00
9,16,MPI_Finalize,1,0.0000e+00
9,16,MPI_Comm_rank,15,2.8610e-06
9,16,MPI_Comm_size,5,1.9073e-06
9,16,MPI_Send,64,1.3368e-03
9,16,MPI_Irecv,44,2.8133e-05
9,16,MPI_Allgather,27,7.3487e-01
9,16,MPI_Allgatherv,4,5.5640e-03
9,16,MPI_Allreduce,56,1.8780e-02
10,16,MPI_Init,1,0.0000e+00
10,16,MPI_Finalize,1,0.0000e+00
10,16,MPI_Comm_rank,15,1.9073e-06
10,16,MPI_Comm_size,5,1.1921e-06
10,16,MPI_Send,64,1.3242e-02
10,16,MPI_Irecv,32,7.6294e-06
10,16,MPI_Allgather,27,1.0956e+00
10,16,MPI_Allgatherv,4,3.4161e-03
10,16,MPI_Allreduce,56,8.5061e-03
11,16,MPI_Init,1,0.0000e+00
11,16,MPI_Finalize,1,0.0000e+00
11,16,MPI_Comm_rank,15,2.1458e-06
11,16,MPI_Comm_size,5,0.0000e+00
11,16,MPI_Send,68,1.4102e-03
11,16,MPI_Irecv,32,1.0490e-05
11,16,MPI_Allgather,27,9.8442e-01
11,16,MPI_Allgatherv,4,3.5076e-03
11,16,MPI_Allreduce,56,2.0410e-02
12,16,MPI_Init,1,0.0000e+00
12,16,MPI_Finalize,1,0.0000e+00
12,16,MPI_Comm_rank,15,6.4373e-06
12,16,MPI_Comm_size,5,9.5367e-07
12,16,MPI_Send,48,1.6308e-04
12,16,MPI_Irecv,24,1.3113e-05
12,16,MPI_Allgather,27,1.1556e+00
12,16,MPI_Allgatherv,4,3.2198e-03
12,16,MPI_Allreduce,56,2.1651e-02
13,16,MPI_Init,1,0.0000e+00
13,16,MPI_Finalize,1,0.0000e+00
13,16,MPI_Comm_rank,15,2.8610e-06
13,16,MPI_Comm_size,5,0.0000e+00
13,16,MPI_Send,44,1.7190e-04
13,16,MPI_Irecv,25,2.1935e-05
13,16,MPI_Allgather,27,8.5037e-01
13,16,MPI_Allgatherv,4,3.8958e-03
13,16,MPI_Allreduce,56,2.1294e-02
14,16,MPI_Init,1,0.0000e+00
14,16,MPI_Finalize,1,0.0000e+00
14,16,MPI_Comm_rank,15,5.0068e-06
14,16,MPI_Comm_size,5,1.1921e-06
14,16,MPI_Send,40,1.8811e-04
14,16,MPI_Irecv,24,1.0967e-05
14,16,MPI_Allgather,27,1.0800e+00
14,16,MPI_Allgatherv,4,2.9457e-03
14,16,MPI_Allreduce,56,2.1590e-02
15,16,MPI_Init,1,0.0000e+00
15,16,MPI_Finalize,1,0.0000e+00
15,16,MPI_Comm_rank,15,4.0531e-06
15,16,MPI_Comm_size,5,0.0000e+00
15,16,MPI_Send,24,1.2636e-05
15,16,MPI_Irecv,12,1.0252e-05
15,16,MPI_Allgather,27,1.3576e+00
15,16,MPI_Allgatherv,4,5.0702e-03
15,16,MPI_Allreduce,56,2.1803e-02
0,16,MPI_Init,1,0.0000e+00
0,16,MPI_Finalize,1,0.0000e+00
0,16,MPI_Comm_rank,15,2.1458e-06
0,16,MPI_Comm_size,5,9.5367e-07
0,16,MPI_Send,56,6.8665e-05
0,16,MPI_Irecv,59,2.8372e-05
0,16,MPI_Allgather,29,1.2348e+00
0,16,MPI_Allgatherv,4,2.3592e-03
0,16,MPI_Allreduce,60,2.4380e-02
1,16,MPI_Init,1,0.0000e+00
1,16,MPI_Finalize,1,0.0000e+00
1,16,MPI_Comm_rank,15,2.8610e-06
1,16,MPI_Comm_size,5,9.5367e-07
1,16,MPI_Send,66,1.6212e-04
1,16,MPI_Irecv,41,1.6451e-05
1,16,MPI_Allgather,29,2.9186e-01
1,16,MPI_Allgatherv,4,3.2959e-03
1,16,MPI_Allreduce,60,2.4132e-02
2,16,MPI_Init,1,0.0000e+00
2,16,MPI_Finalize,1,0.0000e+00
2,16,MPI_Comm_rank,15,1.9073e-06
2,16,MPI_Comm_size,5,2.1458e-06
2,16,MPI_Send,68,1.5974e-04
2,16,MPI_Irecv,24,9.5367e-06
2,16,MPI_Allgather,29,1.2836e+00
2,16,MPI_Allgatherv,4,3.5439e-03
2,16,MPI_Allreduce,60,2.4973e-02
3,16,MPI_Init,1,0.0000e+00
3,16,MPI_Finalize,1,0.0000e+00
3,16,MPI_Comm_rank,15,1.9073e-06
3,16,MPI_Comm_size,5,0.0000e+00
3,16,MPI_Send,64,2.2173e-05
3,16,MPI_Irecv,24,7.6294e-06
3,16,MPI_Allgather,29,1.0960e+00
3,16,MPI_Allgatherv,4,1.7197e-03
3,16,MPI_Allreduce,60,2.5063e-02
4,16,MPI_Init,1,0.0000e+00
4,16,MPI_Finalize,1,0.0000e+00
4,16,MPI_Comm_rank,15,4.7684e-06
4,16,MPI_Comm_size,5,9.5367e-07
4,16,MPI_Send,98,1.2095e-03
4,16,MPI_Irecv,32,1.2636e-05
4,16,MPI_Allgather,29,1.2858e+00
4,16,MPI_Allgatherv,4,4.3223e-03
4,16,MPI_Allreduce,60,2.3760e-02
5,16,MPI_Init,1,0.0000e+00
5,16,MPI_Finalize,1,0.0000e+00
5,16,MPI_Comm_rank,15,9.5367e-07
5,16,MPI_Comm_size,5,9.5367e-07
5,16,MPI_Send,80,1.3173e-03
5,16,MPI_Irecv,38,1.3351e-05
5,16,MPI_Allgather,29,1.1422e+00
5,16,MPI_Allgatherv,4,2.6815e-03
5,16,MPI_Allreduce,60,2.2819e-02
6,16,MPI_Init,1,0.0000e+00
6,16,MPI_Finalize,1,0.0000e+00
6,16,MPI_Comm_rank,15,4.7684e-06
6,16,MPI_Comm_size,5,0.0000e+00
6,16,MPI_Send,72,1.3983e-02
6,16,MPI_Irecv,41,2.1696e-05
6,16,MPI_Allgather,29,1.2347e+00
6,16,MPI_Allgatherv,4,3.3469e-03
6,16,MPI_Allreduce,60,1.0634e-02
7,16,MPI_Init,1,0.0000e+00
7,16,MPI_Finalize,1,0.0000e+00
7,16,MPI_Comm_rank,15,4.7684e-06
7,16,MPI_Comm_size,5,3.0994e-06
7,16,MPI_Send,70,1.4348e-03
7,16,MPI_Irecv,54,1.7643e-05
7,16,MPI_Allgather,29,1.0135e+00
7,16,MPI_Allgatherv,4,3.6287e-03
7,16,MPI_Allreduce,60,2.3130e-02
8,16,MPI_Init,1,0.0000e+00
8,16,MPI_Finalize,1,0.0000e+00
8,16,MPI_Comm_rank,15,4.0531e-06
8,16,MPI_Comm_size,5,1.9073e-06
8,16,MPI_Send,64,1.2331e-03
8,16,MPI_Irecv,66,1.7166e-05
8,16,MPI_Allgather,29,1.2337e+00
8,16,MPI_Allgatherv,4,3.5720e-03
8,16,MPI_Allreduce,60,2.2146e-02
9,16,MPI_Init,1,0.0000e+00
9,16,MPI_Finalize,1,0.0000e+00
9,16,MPI_Comm_rank,15,5.9605e-06
9,16,MPI_Comm_size,5,1.9073e-06
9,16,MPI_Send,80,1.4541e-03
9,16,MPI_Irecv,33,1.2875e-05
9,16,MPI_Allgather,29,7.7050e-01
9,16,MPI_Allgatherv,4,4.6940e-03
9,16,MPI_Allreduce,60,2.0756e-02
10,16,MPI_Init,1,0.0000e+00
10,16,MPI_Finalize,1,0.0000e+00
10,16,MPI_Comm_rank,15,3.0994e-06
10,16,MPI_Comm_size,5,9.5367e-07
10,16,MPI_Send,80,1.3967e-02
10,16,MPI_Irecv,32,1.0490e-05
10,16,MPI_Allgather,29,1.1863e+00
10,16,MPI_Allgatherv,4,4.1449e-03
10,16,MPI_Allreduce,60,9.7976e-03
11,16,MPI_Init,1,0.0000e+00
11,16,MPI_Finalize,1,0.0000e+00
11,16,MPI_Comm_rank,15,4.0531e-06
11,16,MPI_Comm_size,5,0.0000e+00
11,16,MPI_Send,64,1.4286e-03
11,16,MPI_Irecv,32,1.0967e-05
11,16,MPI_Allgather,29,1.0196e+00
11,16,MPI_Allgatherv,4,3.4890e-03
11,16,MPI_Allreduce,60,2.2463e-02
12,16,MPI_Init,1,0.0000e+00
12,16,MPI_Finalize,1,0.0000e+00
12,16,MPI_Comm_rank,15,4.0531e-06
12,16,MPI_Comm_size,5,0.0000e+00
12,16,MPI_Send,62,1.5903e-04
12,16,MPI_Irecv,24,5.7220e-06
12,16,MPI_Allgather,29,1.2435e+00
12,16,MPI_Allgatherv,4,3.9361e-03
12,16,MPI_Allreduce,60,2.3706e-02
13,16,MPI_Init,1,0.0000e+00
13,16,MPI_Finalize,1,0.0000e+00
13,16,MPI_Comm_rank,15,4.2915e-06
13,16,MPI_Comm_size,5,1.1921e-06
13,16,MPI_Send,40,1.7047e-04
13,16,MPI_Irecv,31,2.1935e-05
13,16,MPI_Allgather,29,1.0139e+00
13,16,MPI_Allgatherv,4,3.2320e-03
13,16,MPI_Allreduce,60,2.3442e-02
14,16,MPI_Init,1,0.0000e+00
14,16,MPI_Finalize,1,0.0000e+00
14,16,MPI_Comm_rank,15,3.0994e-06
14,16,MPI_Comm_size,5,1.9073e-06
14,16,MPI_Send,40,1.7190e-04
14,16,MPI_Irecv,24,1.0967e-05
14,16,MPI_Allgather,29,1.1527e+00
14,16,MPI_Allgatherv,4,3.7220e-03
14,16,MPI_Allreduce,60,2.3447e-02
15,16,MPI_Init,1,0.0000e+00
15,16,MPI_Finalize,1,0.0000e+00
15,16,MPI_Comm_rank,15,9.5367e-07
15,16,MPI_Comm_size,5,0.0000e+00
15,16,MPI_Send,25,1.0967e-05
15,16,MPI_Irecv,12,6.1989e-06
15,16,MPI_Allgather,29,1.4132e+00
15,16,MPI_Allgatherv,4,4.8001e-03
15,16,MPI_Allreduce,60,2.3864e-02
0,16,MPI_Init,1,0.0000e+00
0,16,MPI_Finalize,1,0.0000e+00
0,16,MPI_Comm_rank,15,2.1458e-06
0,16,MPI_Comm_size,5,2.3842e-06
0,16,MPI_Send,58,7.7486e-05
0,16,MPI_Irecv,41,1.3828e-05
0,16,MPI_Allgather,22,1.1488e+00
0,16,MPI_Allgatherv,4,1.0278e-02
0,16,MPI_Allreduce,46,1.5751e-02
1,16,MPI_Init,1,0.0000e+00
1,16,MPI_Finalize,1,0.0000e+00
1,16,MPI_Comm_rank,15,1.9073e-06
1,16,MPI_Comm_size,5,0.0000e+00
1,16,MPI_Send,56,1.5044e-04
1,16,MPI_Irecv,39,1.3828e-05
1,16,MPI_Allgather,22,3.0108e-01
1,16,MPI_Allgatherv,4,1.1753e-02
1,16,MPI_Allreduce,46,1.5762e-02
2,16,MPI_Init,1,0.0000e+00
2,16,MPI_Finalize,1,0.0000e+00
2,16,MPI_Comm_rank,15,1.9073e-06
2,16,MPI_Comm_size,5,1.1921e-06
2,16,MPI_Send,60,1.7357e-04
2,16,MPI_Irecv,28,9.0599e-06
2,16,MPI_Allgather,22,1.2516e+00
2,16,MPI_Allgatherv,4,1.0679e-02
2,16,MPI_Allreduce,46,1.5798e-02
3,16,MPI_Init,1,0.0000e+00
3,16,MPI_Finalize,1,0.0000e+00
3,16,MPI_Comm_rank,15,7.3910e-06
3,16,MPI_Comm_size,5,9.5367e-07
3,16,MPI_Send,58,2.3365e-05
3,16,MPI_Irecv,24,1.0014e-05
3,16,MPI_Allgather,22,9.6931e-01
3,16,MPI_Allgatherv,4,9.9931e-03
3,16,MPI_Allreduce,46,1.6342e-02
4,16,MPI_Init,1,0.0000e+00
4,16,MPI_Finalize,1,0.0000e+00
4,16,MPI_Comm_rank,15,9.5367e-07
4,16,MPI_Comm_size,5,2.3842e-06
4,16,MPI_Send,80,1.2102e-03
4,16,MPI_Irecv,32,1.2159e-05
4,16,MPI_Allgather,22,1.2532e+00
4,16,MPI_Allgatherv,4,1.1817e-02
4,16,MPI_Allreduce,46,1.4701e-02
5,16,MPI_Init,1,0.0000e+00
5,16,MPI_Finalize,1,0.0000e+00
5,16,MPI_Comm_rank,15,2.8610e-06
5,16,MPI_Comm_size,5,0.0000e+00
5,16,MPI_Send,72,1.2760e-03
5,16,MPI_Irecv,33,2.5272e-05
5,16,MPI_Allgather,22,1.0970e+00
5,16,MPI_Allgatherv,4,1.0344e-02
5,16,MPI_Allreduce,46,1.4760e-02
6,16,MPI_Init,1,0.0000e+00
6,16,MPI_Finalize,1,0.0000e+00
6,16,MPI_Comm_rank,15,2.8610e-06
6,16,MPI_Comm_size,5,9.5367e-07
6,16,MPI_Send,66,1.4322e-03
6,16,MPI_Irecv,42,2.9087e-05
6,16,MPI_Allgather,22,1.1687e+00
6,16,MPI_Allgatherv,4,1.0555e-02
6,16,MPI_Allreduce,46,1.4454e-02
7,16,MPI_Init,1,0.0000e+00
7,16,MPI_Finalize,1,0.0000e+00
7,16,MPI_Comm_rank,15,2.8610e-06
7,16,MPI_Comm_size,5,1.9073e-06
7,16,MPI_Send,68,9.5606e-03
7,16,MPI_Irecv,32,1.3113e-05
7,16,MPI_Allgather,22,9.6354e-01
7,16,MPI_Allgatherv,4,1.0845e-02
7,16,MPI_Allreduce,46,6.4733e-03
8,16,MPI_Init,1,0.0000e+00
8,16,MPI_Finalize,1,0.0000e+00
8,16,MPI_Comm_rank,15,1.9073e-06
8,16,MPI_Comm_size,5,0.0000e+00
8,16,MPI_Send,64,1.2734e-03
8,16,MPI_Irecv,44,1.8358e-05
8,16,MPI_Allgather,22,1.1760e+00
8,16,MPI_Allgatherv,4,1.0501e-02
8,16,MPI_Allreduce,46,1.4807e-02
9,16,MPI_Init,1,0.0000e+00
9,16,MPI_Finalize,1,0.0000e+00
9,16,MPI_Comm_rank,15,2.8610e-06
9,16,MPI_Comm_size,5,2.1458e-06
9,16,MPI_Send,68,1.4551e-03
9,16,MPI_Irecv,33,1.7405e-05
9,16,MPI_Allgather,22,7.4739e-01
9,16,MPI_Allgatherv,4,1.2250e-02
9,16,MPI_Allreduce,46,1.3597e-02
10,16,MPI_Init,1,0.0000e+00
10,16,MPI_Finalize,1,0.0000e+00
10,16,MPI_Comm_rank,15,4.0531e-06
10,16,MPI_Comm_size,5,0.0000e+00
10,16,MPI_Send,72,1.3864e-03
10,16,MPI_Irecv,32,1.0967e-05
10,16,MPI_Allgather,22,1.1056e+00
10,16,MPI_Allgatherv,4,1.0954e-02
10,16,MPI_Allreduce,46,1.5136e-02
11,16,MPI_Init,1,0.0000e+00
11,16,MPI_Finalize,1,0.0000e+00
11,16,MPI_Comm_rank,15,9.5367e-07
11,16,MPI_Comm_size,5,0.0000e+00
11,16,MPI_Send,56,9.5901e-03
11,16,MPI_Irecv,32,7.8678e-06
11,16,MPI_Allgather,22,1.0362e+00
11,16,MPI_Allgatherv,4,1.0741e-02
11,16,MPI_Allreduce,46,6.7775e-03
12,16,MPI_Init,1,0.0000e+00
12,16,MPI_Finalize,1,0.0000e+00
12,16,MPI_Comm_rank,15,1.9073e-06
12,16,MPI_Comm_size,5,0.0000e+00
12,16,MPI_Send,52,1.6046e-04
12,16,MPI_Irecv,24,9.0599e-06
12,16,MPI_Allgather,22,1.2034e+00
12,16,MPI_Allgatherv,4,1.1524e-02
12,16,MPI_Allreduce,46,1.6413e-02
13,16,MPI_Init,1,0.0000e+00
13,16,MPI_Finalize,1,0.0000e+00
13,16,MPI_Comm_rank,15,3.0994e-06
13,16,MPI_Comm_size,5,0.0000e+00
13,16,MPI_Send,40,1.6499e-04
13,16,MPI_Irecv,26,2.2650e-05
13,16,MPI_Allgather,22,9.2374e-01
13,16,MPI_Allgatherv,4,1.0606e-02
13,16,MPI_Allreduce,46,1.6150e-02
14,16,MPI_Init,1,0.0000e+00
14,16,MPI_Finalize,1,0.0000e+00
14,16,MPI_Comm_rank,15,1.1921e-06
14,16,MPI_Comm_size,5,1.9073e-06
14,16,MPI_Send,40,1.7381e-04
14,16,MPI_Irecv,25,2.0742e-05
14,16,MPI_Allgather,22,1.1059e+00
14,16,MPI_Allgatherv,4,1.0858e-02
14,16,MPI_Allreduce,46,1.6082e-02
15,16,MPI_Init,1,0.0000e+00
15,16,MPI_Finalize,1,0.0000e+00
15,16,MPI_Comm_rank,15,0.0000e+00
15,16,MPI_Comm_size,5,9.5367e-07
15,16,MPI_Send,24,1.2875e-05
15,16,MPI_Irecv,12,9.0599e-06
15,16,MPI_Allgather,22,1.3684e+00
15,16,MPI_Allgatherv,4,1.2253e-02
15,16,MPI_Allreduce,46,1.6356e-02
0,16,MPI_Init,1,0.0000e+00
0,16,MPI_Finalize,1,0.0000e+00
0,16,MPI_Comm_rank,15,3.0994e-06
0,16,MPI_Comm_size,5,0.0000e+00
0,16,MPI_Send,52,9.1553e-05
0,16,MPI_Irecv,64,2.7657e-05
0,16,MPI_Allgather,31,1.1941e+00
0,16,MPI_Allgatherv,4,7.4739e-03
0,16,MPI_Allreduce,64,1.7078e-02
1,16,MPI_Init,1,0.0000e+00
1,16,MPI_Finalize,1,0.0000e+00
1,16,MPI_Comm_rank,15,4.2915e-06
1,16,MPI_Comm_size,5,9.5367e-07
1,16,MPI_Send,66,1.6499e-04
1,16,MPI_Irecv,32,1.0014e-05
1,16,MPI_Allgather,31,3.1024e-01
1,16,MPI_Allgatherv,4,9.0699e-03
1,16,MPI_Allreduce,64,1.6996e-02
2,16,MPI_Init,1,0.0000e+00
2,16,MPI_Finalize,1,0.0000e+00
2,16,MPI_Comm_rank,15,3.3379e-06
2,16,MPI_Comm_size,5,1.9073e-06
2,16,MPI_Send,66,1.7667e-04
2,16,MPI_Irecv,24,8.1062e-06
