mpi_rank,mpi_size,func_name,func_count,func_time
5,16,MPI_Finalize,1,0.0000e+00
5,16,MPI_Comm_rank,15,8.5831e-06
5,16,MPI_Comm_size,5,9.5367e-07
5,16,MPI_Send,90,5.0726e-03
5,16,MPI_Irecv,39,3.1233e-05
5,16,MPI_Allgather,28,1.9550e+03
5,16,MPI_Allgatherv,4,2.1576e-01
5,16,MPI_Allreduce,58,1.7992e+00
6,16,MPI_Init,1,0.0000e+00
6,16,MPI_Finalize,1,0.0000e+00
6,16,MPI_Comm_rank,15,7.3910e-06
6,16,MPI_Comm_size,5,2.8610e-06
6,16,MPI_Send,78,8.1074e-02
6,16,MPI_Irecv,59,3.1710e-05
6,16,MPI_Allgather,28,2.2431e+03
6,16,MPI_Allgatherv,4,1.4700e-01
6,16,MPI_Allreduce,58,1.6309e+00
7,16,MPI_Init,1,0.0000e+00
7,16,MPI_Finalize,1,0.0000e+00
7,16,MPI_Comm_rank,15,2.8610e-06
7,16,MPI_Comm_size,5,1.9073e-06
7,16,MPI_Send,88,3.8377e-02
7,16,MPI_Irecv,67,4.1723e-05
7,16,MPI_Allgather,28,1.1892e+03
7,16,MPI_Allgatherv,4,1.2371e-01
7,16,MPI_Allreduce,58,1.7155e+00
8,16,MPI_Init,1,0.0000e+00
8,16,MPI_Finalize,1,0.0000e+00
8,16,MPI_Comm_rank,15,3.0994e-06
8,16,MPI_Comm_size,5,9.5367e-07
8,16,MPI_Send,86,5.7672e-02
8,16,MPI_Irecv,47,3.7909e-05
8,16,MPI_Allgather,28,2.2321e+03
8,16,MPI_Allgatherv,4,2.3347e-01
8,16,MPI_Allreduce,58,1.5098e+00
9,16,MPI_Init,1,0.0000e+00
9,16,MPI_Finalize,1,0.0000e+00
9,16,MPI_Comm_rank,15,9.7752e-06
9,16,MPI_Comm_size,5,1.9073e-06
9,16,MPI_Send,78,8.6832e-04
9,16,MPI_Irecv,72,5.9605e-05
9,16,MPI_Allgather,28,1.5542e+03
9,16,MPI_Allgatherv,4,2.4424e-01
9,16,MPI_Allreduce,58,1.7634e+00
10,16,MPI_Init,1,0.0000e+00
10,16,MPI_Finalize,1,0.0000e+00
10,16,MPI_Comm_rank,15,4.7684e-06
10,16,MPI_Comm_size,5,1.9073e-06
10,16,MPI_Send,90,8.0199e-02
10,16,MPI_Irecv,40,2.6941e-05
10,16,MPI_Allgather,28,2.1383e+03
10,16,MPI_Allgatherv,4,2.1906e-01
10,16,MPI_Allreduce,58,1.6349e+00
11,16,MPI_Init,1,0.0000e+00
11,16,MPI_Finalize,1,0.0000e+00
11,16,MPI_Comm_rank,15,6.9141e-06
11,16,MPI_Comm_size,5,9.5367e-07
11,16,MPI_Send,84,3.8229e-02
11,16,MPI_Irecv,48,3.3140e-05
11,16,MPI_Allgather,28,1.5434e+03
11,16,MPI_Allgatherv,4,1.9852e-01
11,16,MPI_Allreduce,58,1.7804e+00
12,16,MPI_Init,1,0.0000e+00
12,16,MPI_Finalize,1,0.0000e+00
12,16,MPI_Comm_rank,15,5.4836e-06
12,16,MPI_Comm_size,5,1.1921e-06
12,16,MPI_Send,62,2.3246e-04
12,16,MPI_Irecv,47,2.5034e-05
12,16,MPI_Allgather,28,2.0740e+03
12,16,MPI_Allgatherv,4,2.3853e-01
12,16,MPI_Allreduce,58,1.6975e+00
13,16,MPI_Init,1,0.0000e+00
13,16,MPI_Finalize,1,0.0000e+00
13,16,MPI_Comm_rank,15,4.0531e-06
13,16,MPI_Comm_size,5,9.5367e-07
13,16,MPI_Send,64,2.7895e-04
13,16,MPI_Irecv,33,2.3127e-05
13,16,MPI_Allgather,28,1.6303e+03
13,16,MPI_Allgatherv,4,2.1697e-01
13,16,MPI_Allreduce,58,1.8156e+00
14,16,MPI_Init,1,0.0000e+00
14,16,MPI_Finalize,1,0.0000e+00
14,16,MPI_Comm_rank,15,6.6757e-06
14,16,MPI_Comm_size,5,3.3379e-06
14,16,MPI_Send,56,2.2626e-04
14,16,MPI_Irecv,42,2.7418e-05
14,16,MPI_Allgather,28,1.8177e+03
14,16,MPI_Allgatherv,4,9.6450e-02
14,16,MPI_Allreduce,58,1.6603e+00
15,16,MPI_Init,1,0.0000e+00
15,16,MPI_Finalize,1,0.0000e+00
15,16,MPI_Comm_rank,15,3.0994e-06
15,16,MPI_Comm_size,5,3.0994e-06
15,16,MPI_Send,48,6.0081e-05
15,16,MPI_Irecv,22,3.9101e-05
15,16,MPI_Allgather,28,2.2879e+03
15,16,MPI_Allgatherv,4,1.6805e-01
15,16,MPI_Allreduce,58,1.8047e+00
